Date,Solar,Wind,Hydro,Gas,Nuclear_SMR300,Demand
2019-01-02 21:00:00,0.0,317.171744,146.31794,114.106466,0.0,1048.42758
2019-01-02 22:00:00,0.0,335.548741,151.379801,124.363274,0.0,979.636579
2019-01-02 23:00:00,0.0,311.366278,151.3138,126.555025,0.0,909.888337
2019-01-03 00:00:00,0.0,320.709225,158.534681,119.957792,0.0,861.33954
2019-01-03 01:00:00,0.0,311.991791,143.91372,126.632195,0.0,891.537615
2019-01-03 02:00:00,0.0,288.433683,158.608822,117.797269,0.0,885.43072
2019-01-03 03:00:00,0.0,293.23644,159.430765,120.665351,0.0,858.984994
2019-01-03 04:00:00,0.0,292.187689,156.096558,112.28851,0.0,963.276893
2019-01-03 05:00:00,0.0,338.505646,152.305657,109.221608,0.0,934.309782
2019-01-03 06:00:00,0.0,272.802408,156.857339,117.402602,0.0,916.521429
2019-01-03 07:00:00,62.367285,304.637825,148.162111,132.841157,0.0,943.107895
2019-01-03 08:00:00,206.729399,267.15011,161.935697,120.752241,0.0,974.871074
2019-01-03 09:00:00,285.58623,293.887093,156.272295,111.448971,0.0,1012.564482
2019-01-03 10:00:00,431.707349,301.952855,168.512465,127.865733,0.0,1024.730109
2019-01-03 11:00:00,522.896641,265.125055,153.583314,107.374608,0.0,1038.889325
2019-01-03 12:00:00,476.814789,259.956723,145.028577,110.541891,0.0,1085.542113
2019-01-03 13:00:00,427.162182,264.889068,139.895905,135.398459,0.0,1055.576635
2019-01-03 14:00:00,413.197194,305.753422,150.809211,117.847151,0.0,1074.384473
2019-01-03 15:00:00,274.131723,292.730974,141.16359,110.980599,0.0,1057.928546
2019-01-03 16:00:00,173.806473,247.568388,135.043116,131.097307,0.0,1068.849979
2019-01-03 17:00:00,64.581451,270.444688,153.937123,114.9102,0.0,1107.194724
2019-01-03 18:00:00,0.0,299.117396,144.927343,120.375286,0.0,1088.620829
2019-01-03 19:00:00,0.0,278.828596,136.459497,129.662005,0.0,1104.787807
2019-01-03 20:00:00,0.0,275.591748,134.853126,118.674392,0.0,1069.265618
2019-01-03 21:00:00,0.0,247.177318,139.708349,115.785286,0.0,1059.967331
2019-01-03 22:00:00,0.0,249.565088,139.370766,131.196983,0.0,986.175092
2019-01-03 23:00:00,0.0,261.024588,146.488128,96.886203,0.0,963.243512
2019-01-04 00:00:00,0.0,292.140087,166.179842,103.777455,0.0,834.472653
2019-01-04 01:00:00,0.0,274.517622,138.19281,104.76229,0.0,884.060441
2019-01-04 02:00:00,0.0,324.378526,155.834735,103.986033,0.0,873.011716
2019-01-04 03:00:00,0.0,238.648385,169.23757,125.456553,0.0,852.948478
2019-01-04 04:00:00,0.0,239.187023,160.951719,105.976679,0.0,875.074341
2019-01-04 05:00:00,0.0,236.927736,152.913869,124.134448,0.0,867.530939
2019-01-04 06:00:00,0.0,211.998373,158.741251,96.758728,0.0,930.821434
2019-01-04 07:00:00,64.947714,243.618751,155.379417,120.96514,0.0,967.840534
2019-01-04 08:00:00,145.477824,266.775997,176.432974,110.239185,0.0,979.129143
2019-01-04 09:00:00,272.705356,233.859249,153.54293,115.698568,0.0,1039.269228
2019-01-04 10:00:00,351.524885,210.297374,155.569252,112.405676,0.0,989.832295
2019-01-04 11:00:00,391.205664,254.628216,154.66792,132.146692,0.0,1049.462562
2019-01-04 12:00:00,455.331488,259.594319,150.949055,115.005343,0.0,1037.630362
2019-01-04 13:00:00,422.240573,200.104001,151.182019,121.27482,0.0,1059.182963
2019-01-04 14:00:00,347.272513,329.366935,144.60799,104.352954,0.0,1090.735559
2019-01-04 15:00:00,246.526159,272.766321,142.026942,118.060856,0.0,1071.551421
2019-01-04 16:00:00,159.316437,243.572855,145.321439,114.929368,0.0,1107.296364
2019-01-04 17:00:00,58.941415,256.296896,149.475456,118.060344,0.0,1072.851766
2019-01-04 18:00:00,0.0,222.015611,148.346247,132.313702,0.0,1073.204655
2019-01-04 19:00:00,0.0,280.469052,144.634965,119.109291,0.0,1080.875762
2019-01-04 20:00:00,0.0,228.440469,138.458116,111.074242,0.0,1037.400245
2019-01-04 21:00:00,0.0,278.922977,130.823985,114.439536,0.0,1015.073397
2019-01-04 22:00:00,0.0,241.252928,147.82177,108.249253,0.0,984.344053
2019-01-04 23:00:00,0.0,252.173512,153.064861,111.596046,0.0,957.310715
2019-01-05 00:00:00,0.0,286.532726,160.391406,120.981531,0.0,774.293712
2019-01-05 01:00:00,0.0,260.776423,154.490896,117.913849,0.0,772.688314
2019-01-05 02:00:00,0.0,270.480073,158.833056,109.245421,0.0,760.975206
2019-01-05 03:00:00,0.0,279.890417,163.582963,125.307994,0.0,775.280809
2019-01-05 04:00:00,0.0,273.810291,159.648486,127.49845,0.0,821.327766
2019-01-05 05:00:00,0.0,229.585542,157.798436,113.797358,0.0,845.205015
2019-01-05 06:00:00,0.0,293.210543,170.962839,130.532287,0.0,876.607645
2019-01-05 07:00:00,59.646974,242.256359,151.672891,123.725715,0.0,890.534596
2019-01-05 08:00:00,166.557518,281.700004,163.405025,135.319145,0.0,946.905082
2019-01-05 09:00:00,240.60731,260.193716,159.837742,127.908496,0.0,910.110722
2019-01-05 10:00:00,353.783245,297.883891,165.492188,128.783504,0.0,969.829452
2019-01-05 11:00:00,395.830106,310.98739,147.412436,103.514114,0.0,1001.575791
2019-01-05 12:00:00,472.729879,300.149658,148.808478,112.754239,0.0,991.153545
2019-01-05 13:00:00,431.939661,320.322117,135.972278,121.287031,0.0,1013.531697
2019-01-05 14:00:00,354.359408,326.380303,146.135681,122.223112,0.0,1000.294471
2019-01-05 15:00:00,274.366257,353.977349,145.382447,114.052002,0.0,997.160904
2019-01-05 16:00:00,152.562444,308.677419,140.884217,118.578578,0.0,1011.668104
2019-01-05 17:00:00,60.286584,327.330163,143.66266,124.03668,0.0,1000.257035
2019-01-05 18:00:00,0.0,288.815175,141.484405,119.53898,0.0,1020.914926
2019-01-05 19:00:00,0.0,321.074851,138.510443,117.784558,0.0,1034.400383
2019-01-05 20:00:00,0.0,332.460627,138.622708,134.824641,0.0,979.979131
2019-01-05 21:00:00,0.0,303.673707,149.662893,116.593147,0.0,983.744953
2019-01-05 22:00:00,0.0,284.208555,138.445391,119.36568,0.0,946.298476
2019-01-05 23:00:00,0.0,379.990512,147.239446,126.776974,0.0,907.857653
2019-01-06 00:00:00,0.0,330.30529,157.876572,122.00671,0.0,789.515283
2019-01-06 01:00:00,0.0,310.848889,153.010731,109.46183,0.0,818.205816
2019-01-06 02:00:00,0.0,334.806047,155.75412,132.09454,0.0,755.877977
2019-01-06 03:00:00,0.0,328.199007,172.099662,126.314193,0.0,776.814087
2019-01-06 04:00:00,0.0,367.929413,153.572864,118.274568,0.0,825.197355
2019-01-06 05:00:00,0.0,334.755435,159.579396,112.710891,0.0,820.828921
2019-01-06 06:00:00,0.0,340.146931,164.343656,123.285028,0.0,849.938829
2019-01-06 07:00:00,60.610656,358.681363,164.483339,115.983056,0.0,875.268413
2019-01-06 08:00:00,196.951454,319.729628,157.701036,118.693431,0.0,917.747624
2019-01-06 09:00:00,282.955173,342.218094,162.250162,110.415879,0.0,935.584567
2019-01-06 10:00:00,353.863286,341.28482,161.747556,131.531367,0.0,950.770038
2019-01-06 11:00:00,504.565685,289.501001,165.265216,129.460757,0.0,987.595373
2019-01-06 12:00:00,495.770942,318.413602,148.185056,116.342917,0.0,987.967423
2019-01-06 13:00:00,482.941874,359.863218,154.102839,115.968766,0.0,1004.973888
2019-01-06 14:00:00,385.441092,348.96216,137.670483,127.008351,0.0,1013.063481
2019-01-06 15:00:00,289.423788,316.847958,148.755428,104.406356,0.0,1018.610744
2019-01-06 16:00:00,185.478016,345.056329,153.166545,117.300248,0.0,1004.311338
2019-01-06 17:00:00,75.169791,367.459498,143.237756,106.645752,0.0,1006.126854
2019-01-06 18:00:00,0.0,300.778082,140.63832,107.828917,0.0,1013.231501
2019-01-06 19:00:00,0.0,340.801366,140.717442,135.092531,0.0,998.079937
2019-01-06 20:00:00,0.0,322.117798,138.623382,120.870099,0.0,1015.092081
2019-01-06 21:00:00,0.0,340.5076,140.227814,114.127283,0.0,968.119201
2019-01-06 22:00:00,0.0,335.200113,143.133983,112.989407,0.0,943.811841
2019-01-06 23:00:00,0.0,317.193732,143.900605,118.9051,0.0,878.497795
2019-01-07 00:00:00,0.0,341.455903,155.172374,118.906337,0.0,851.149036
2019-01-07 01:00:00,0.0,345.318587,160.42448,117.618257,0.0,877.00619
2019-01-07 02:00:00,0.0,332.098325,158.536315,119.062251,0.0,855.574192
2019-01-07 03:00:00,0.0,325.947103,159.066204,122.204981,0.0,870.853754
2019-01-07 04:00:00,0.0,334.039706,162.844503,134.307797,0.0,899.194748
2019-01-07 05:00:00,0.0,315.377869,156.749432,121.85871,0.0,916.010717
2019-01-07 06:00:00,0.0,376.600593,154.445193,133.906161,0.0,919.467496
2019-01-07 07:00:00,75.688763,318.477703,156.995635,121.478044,0.0,978.475037
2019-01-07 08:00:00,185.436717,317.190001,156.012035,126.876031,0.0,998.904739
2019-01-07 09:00:00,313.193283,248.289733,165.830987,121.331973,0.0,1015.37142
2019-01-07 10:00:00,404.808483,291.333489,151.213703,118.95371,0.0,1033.285919
2019-01-07 11:00:00,531.63746,292.372549,150.337927,134.521554,0.0,1059.614611
2019-01-07 12:00:00,577.349775,309.539359,151.674542,122.373857,0.0,1032.89687
2019-01-07 13:00:00,532.042012,300.321791,138.484547,126.235237,0.0,1099.256142
2019-01-07 14:00:00,426.575466,300.897861,152.243969,116.231051,0.0,1018.418671
2019-01-07 15:00:00,315.601673,289.610418,145.36096,116.933121,0.0,1050.458231
2019-01-07 16:00:00,188.303872,268.346748,143.381168,125.589093,0.0,1053.660025
2019-01-07 17:00:00,79.673008,268.072753,140.823088,111.339389,0.0,1089.67445
2019-01-07 18:00:00,0.0,284.232534,148.025202,111.455126,0.0,1088.95767
2019-01-07 19:00:00,0.0,286.292698,147.403091,121.85305,0.0,1095.180368
2019-01-07 20:00:00,0.0,267.387576,138.706592,112.731794,0.0,1044.271505
2019-01-07 21:00:00,0.0,211.552152,147.315638,120.598165,0.0,1060.792257
2019-01-07 22:00:00,0.0,254.562787,147.789898,129.663191,0.0,1005.973981
2019-01-07 23:00:00,0.0,243.243944,156.177014,111.07732,0.0,892.324156
2019-01-08 00:00:00,0.0,271.559774,149.587189,141.552852,0.0,866.697718
2019-01-08 01:00:00,0.0,186.12402,162.192934,109.408572,0.0,816.964498
2019-01-08 02:00:00,0.0,188.871249,150.490828,105.372735,0.0,850.339471
2019-01-08 03:00:00,0.0,214.539058,167.762321,115.244624,0.0,884.643659
2019-01-08 04:00:00,0.0,238.89189,158.359751,115.036414,0.0,889.839314
2019-01-08 05:00:00,0.0,209.563862,155.900711,129.733112,0.0,882.80129
2019-01-08 06:00:00,0.0,206.107021,167.164752,106.478211,0.0,922.802341
2019-01-08 07:00:00,72.986672,261.1856,172.117257,115.823134,0.0,986.767492
2019-01-08 08:00:00,198.987832,226.505451,154.913191,117.956819,0.0,994.346593
2019-01-08 09:00:00,328.997208,275.217497,150.448249,121.204065,0.0,1031.587335
2019-01-08 10:00:00,428.686815,188.958849,147.887095,125.658095,0.0,1001.15677
2019-01-08 11:00:00,468.650219,164.197832,150.893293,119.985254,0.0,1065.862783
2019-01-08 12:00:00,492.334313,236.070101,154.297694,134.163359,0.0,1069.911297
2019-01-08 13:00:00,528.566423,158.328191,146.119218,109.986903,0.0,1050.715336
2019-01-08 14:00:00,491.139159,239.527996,144.118173,123.451785,0.0,1102.797159
2019-01-08 15:00:00,320.871242,175.666685,143.969087,116.504637,0.0,1071.919577
2019-01-08 16:00:00,194.633321,202.695201,147.565417,111.640984,0.0,1094.269965
2019-01-08 17:00:00,72.949368,205.644979,142.017412,109.652595,0.0,1070.976088
2019-01-08 18:00:00,0.0,193.547125,138.10001,117.291949,0.0,1097.536425
2019-01-08 19:00:00,0.0,162.585382,143.267178,133.364816,0.0,1099.795536
2019-01-08 20:00:00,0.0,185.907571,142.844666,107.600312,0.0,1069.196241
2019-01-08 21:00:00,0.0,151.405083,143.968917,107.630884,0.0,1038.277856
2019-01-08 22:00:00,0.0,176.948526,148.046419,134.023483,0.0,994.266865
2019-01-08 23:00:00,0.0,187.949397,143.631096,136.419685,0.0,936.701325
2019-01-09 00:00:00,0.0,157.184087,152.731922,111.656121,0.0,836.92572
2019-01-09 01:00:00,0.0,171.466073,154.819283,109.946206,0.0,867.462745
2019-01-09 02:00:00,0.0,162.32515,155.712785,109.97702,0.0,861.302486
2019-01-09 03:00:00,0.0,181.303286,157.462626,122.202208,0.0,879.79368
2019-01-09 04:00:00,0.0,174.235997,147.730001,132.072839,0.0,873.621234
2019-01-09 05:00:00,0.0,220.960642,159.255989,138.372191,0.0,945.360441
2019-01-09 06:00:00,0.0,223.837134,152.001306,106.448117,0.0,957.60834
2019-01-09 07:00:00,63.445819,183.829668,156.618643,115.10825,0.0,995.008073
2019-01-09 08:00:00,178.072047,217.801685,148.172279,125.723896,0.0,1032.814121
2019-01-09 09:00:00,291.039051,241.621645,165.23258,130.224337,0.0,1039.360681
2019-01-09 10:00:00,401.130974,219.462198,161.405821,129.313132,0.0,1033.580943
2019-01-09 11:00:00,469.505775,168.938641,160.418278,100.607209,0.0,1029.691741
2019-01-09 12:00:00,505.974096,224.647089,151.997049,126.021664,0.0,1092.239041
2019-01-09 13:00:00,437.210521,202.445667,148.88092,128.328605,0.0,1079.282584
2019-01-09 14:00:00,404.080387,217.418581,149.671622,111.766144,0.0,1092.660447
2019-01-09 15:00:00,275.451644,243.081737,139.073942,121.588786,0.0,1103.303511
2019-01-09 16:00:00,167.08589,213.633178,138.924658,132.368757,0.0,1074.035969
2019-01-09 17:00:00,60.559247,225.572174,147.803933,118.701779,0.0,1064.295845
2019-01-09 18:00:00,0.0,206.406778,140.752713,124.27187,0.0,1099.69367
2019-01-09 19:00:00,0.0,217.984365,142.220737,116.859207,0.0,1081.05544
2019-01-09 20:00:00,0.0,233.809953,143.276281,121.311519,0.0,1055.815595
2019-01-09 21:00:00,0.0,247.625142,144.303583,131.264787,0.0,1046.03922
2019-01-09 22:00:00,0.0,258.724149,145.817171,119.472582,0.0,984.251675
2019-01-09 23:00:00,0.0,244.12892,143.447882,115.231659,0.0,951.396413
2019-01-10 00:00:00,0.0,320.019413,148.102673,118.2994,0.0,842.47702
2019-01-10 01:00:00,0.0,283.909598,155.133859,110.03179,0.0,859.603429
2019-01-10 02:00:00,0.0,237.401458,151.013741,145.520304,0.0,860.221907
2019-01-10 03:00:00,0.0,249.737794,161.993945,127.549087,0.0,875.561456
2019-01-10 04:00:00,0.0,253.464428,151.888212,116.096786,0.0,879.988125
2019-01-10 05:00:00,0.0,247.592969,167.993596,119.203907,0.0,928.556239
2019-01-10 06:00:00,0.0,269.451804,162.914357,116.222939,0.0,909.178667
2019-01-10 07:00:00,57.592581,257.625937,172.903055,114.065848,0.0,976.460869
2019-01-10 08:00:00,157.980866,234.796764,152.379145,122.687029,0.0,1017.423912
2019-01-10 09:00:00,278.085419,237.880636,143.573472,139.264011,0.0,1019.233945
2019-01-10 10:00:00,354.079785,274.651303,157.836787,133.387952,0.0,1042.991351
2019-01-10 11:00:00,397.635002,283.996142,152.913618,112.664958,0.0,1041.867766
2019-01-10 12:00:00,442.321815,264.411647,144.239497,123.681326,0.0,1074.713271
2019-01-10 13:00:00,416.30505,300.365844,142.676792,131.230201,0.0,1083.982805
2019-01-10 14:00:00,318.94034,326.476446,146.696523,138.043141,0.0,1079.747045
2019-01-10 15:00:00,265.500768,312.290347,138.697558,106.823201,0.0,1084.099828
2019-01-10 16:00:00,163.677014,339.162843,133.568696,124.07065,0.0,1090.360873
2019-01-10 17:00:00,55.497194,318.574738,146.268591,121.771286,0.0,1090.047187
2019-01-10 18:00:00,0.0,236.359962,138.554878,113.344399,0.0,1053.577346
2019-01-10 19:00:00,0.0,292.079338,131.141786,119.558769,0.0,1067.872554
2019-01-10 20:00:00,0.0,301.161464,137.891694,108.356209,0.0,1072.553302
2019-01-10 21:00:00,0.0,324.073845,142.341681,121.728765,0.0,1084.658846
2019-01-10 22:00:00,0.0,261.618308,149.131676,124.705707,0.0,1013.529261
2019-01-10 23:00:00,0.0,305.819401,136.057055,125.979123,0.0,941.363654
2019-01-11 00:00:00,0.0,284.663415,152.6382,121.054588,0.0,862.745232
2019-01-11 01:00:00,0.0,285.939174,154.643436,124.605458,0.0,854.077636
2019-01-11 02:00:00,0.0,290.819411,156.34963,116.582485,0.0,879.272404
2019-01-11 03:00:00,0.0,329.11163,157.48362,120.397857,0.0,870.977859
2019-01-11 04:00:00,0.0,320.746699,162.988006,125.761488,0.0,895.22158
2019-01-11 05:00:00,0.0,276.540765,165.231014,123.895371,0.0,897.284637
2019-01-11 06:00:00,0.0,280.251104,154.46793,128.314647,0.0,932.013595
2019-01-11 07:00:00,58.255857,298.2665,166.165066,115.364135,0.0,947.5133
2019-01-11 08:00:00,166.298216,311.730027,156.302203,130.264123,0.0,978.893288
2019-01-11 09:00:00,272.879687,262.823985,155.448754,111.150792,0.0,1013.440907
2019-01-11 10:00:00,395.413399,269.068949,153.535543,125.20911,0.0,1067.415977
2019-01-11 11:00:00,460.628785,294.596845,154.271325,124.144962,0.0,1066.860723
2019-01-11 12:00:00,505.425138,293.698399,144.945365,120.101602,0.0,1092.592252
2019-01-11 13:00:00,497.632942,289.962547,149.758753,115.824227,0.0,1066.194913
2019-01-11 14:00:00,370.44756,286.32295,147.082451,125.052384,0.0,1083.064186
2019-01-11 15:00:00,297.811476,321.773194,148.816199,116.648908,0.0,1064.817431
2019-01-11 16:00:00,161.533852,306.98212,148.574014,124.841396,0.0,1076.09384
2019-01-11 17:00:00,63.830149,277.182741,141.89682,111.60753,0.0,1083.155997
2019-01-11 18:00:00,0.0,254.971403,135.805095,126.96264,0.0,1059.402852
2019-01-11 19:00:00,0.0,292.89134,132.157638,127.974658,0.0,1093.855929
2019-01-11 20:00:00,0.0,240.615274,139.741826,130.652791,0.0,1050.917468
2019-01-11 21:00:00,0.0,248.972023,142.539506,115.024253,0.0,1050.581659
2019-01-11 22:00:00,0.0,281.994474,145.286765,111.298704,0.0,978.650194
2019-01-11 23:00:00,0.0,300.667946,151.811916,126.077387,0.0,910.198459
2019-01-12 00:00:00,0.0,275.030318,145.578247,110.513512,0.0,778.15
2019-01-12 01:00:00,0.0,230.293579,141.230273,105.722091,0.0,780.761311
2019-01-12 02:00:00,0.0,265.815837,164.083037,123.614146,0.0,832.957771
2019-01-12 03:00:00,0.0,215.738437,166.389286,120.872706,0.0,787.03913
2019-01-12 04:00:00,0.0,223.475299,156.126539,127.017606,0.0,822.006129
2019-01-12 05:00:00,0.0,261.431957,152.139044,113.442616,0.0,855.258569
2019-01-12 06:00:00,0.0,255.292732,154.708482,129.588867,0.0,873.322421
2019-01-12 07:00:00,74.191133,255.339313,161.669857,131.385324,0.0,902.85811
2019-01-12 08:00:00,188.431182,251.681652,170.016786,127.022114,0.0,945.793835
2019-01-12 09:00:00,304.340885,242.176423,163.666559,131.140172,0.0,941.930387
2019-01-12 10:00:00,416.332488,198.255823,150.488436,104.902953,0.0,1014.764995
2019-01-12 11:00:00,514.283799,272.840513,144.306015,109.417794,0.0,1023.773405
2019-01-12 12:00:00,522.677109,220.813607,146.914168,117.254762,0.0,1010.693752
2019-01-12 13:00:00,543.018485,257.253884,153.231102,124.479295,0.0,1040.285324
2019-01-12 14:00:00,461.73258,201.102893,154.532025,114.670793,0.0,1015.718348
2019-01-12 15:00:00,276.166007,259.907842,138.532123,120.276203,0.0,1004.575021
2019-01-12 16:00:00,195.381843,204.328275,137.825257,129.456633,0.0,991.017561
2019-01-12 17:00:00,73.504585,229.134386,131.298997,126.709728,0.0,1008.449794
2019-01-12 18:00:00,0.0,181.758304,147.801741,119.876366,0.0,1041.421494
2019-01-12 19:00:00,0.0,196.339713,132.978348,104.992846,0.0,1035.721761
2019-01-12 20:00:00,0.0,233.002133,145.759157,131.941608,0.0,1045.335118
2019-01-12 21:00:00,0.0,182.519581,141.72117,123.424103,0.0,1008.914196
2019-01-12 22:00:00,0.0,266.725102,143.465312,121.031375,0.0,946.618683
2019-01-12 23:00:00,0.0,258.202581,154.774261,103.468278,0.0,881.667077
2019-01-13 00:00:00,0.0,203.984876,137.57739,119.917413,0.0,841.243341
2019-01-13 01:00:00,0.0,187.064371,150.458946,123.817747,0.0,799.66682
2019-01-13 02:00:00,0.0,255.473986,154.697796,120.169582,0.0,754.063126
2019-01-13 03:00:00,0.0,208.383247,158.080435,126.107946,0.0,808.983628
2019-01-13 04:00:00,0.0,234.587699,169.577211,124.728274,0.0,840.889716
2019-01-13 05:00:00,0.0,219.982786,165.350116,114.513733,0.0,864.878497
2019-01-13 06:00:00,0.0,178.57387,157.148067,123.937685,0.0,890.377889
2019-01-13 07:00:00,79.266622,244.838954,160.663752,115.730631,0.0,921.792316
2019-01-13 08:00:00,205.007265,251.603258,163.480938,116.921631,0.0,878.685904
2019-01-13 09:00:00,339.113527,220.688759,155.211291,111.336554,0.0,1005.880867
2019-01-13 10:00:00,496.205802,225.041783,146.263725,135.721831,0.0,991.449378
2019-01-13 11:00:00,543.307082,186.110146,150.017352,121.383973,0.0,998.394658
2019-01-13 12:00:00,569.828788,191.775633,148.020397,122.012824,0.0,967.303102
2019-01-13 13:00:00,529.475264,181.496457,149.568102,114.380814,0.0,1030.41329
2019-01-13 14:00:00,430.336863,194.707678,144.39982,114.805807,0.0,992.86554
2019-01-13 15:00:00,364.140357,220.348868,145.411288,122.057763,0.0,972.893099
2019-01-13 16:00:00,202.429847,214.099645,150.972934,109.078309,0.0,1029.417599
2019-01-13 17:00:00,76.062965,219.554261,139.876993,118.892073,0.0,1034.818562
2019-01-13 18:00:00,0.0,213.552231,136.719284,108.558408,0.0,1027.61802
2019-01-13 19:00:00,0.0,226.238234,148.203025,119.152598,0.0,1010.698575
2019-01-13 20:00:00,0.0,263.902165,149.166236,112.610448,0.0,1021.800055
2019-01-13 21:00:00,0.0,197.385153,141.006922,125.472282,0.0,978.468766
2019-01-13 22:00:00,0.0,229.094429,138.160975,121.656094,0.0,935.953529
2019-01-13 23:00:00,0.0,237.338802,143.325281,109.306126,0.0,888.479368
2019-01-14 00:00:00,0.0,236.044789,147.342828,113.496043,0.0,838.255019
2019-01-14 01:00:00,0.0,245.000596,158.501573,118.01562,0.0,875.38291
2019-01-14 02:00:00,0.0,249.14319,157.867625,106.731658,0.0,843.106808
2019-01-14 03:00:00,0.0,273.359034,150.552197,119.158324,0.0,889.759619
2019-01-14 04:00:00,0.0,252.867011,154.871039,115.256075,0.0,888.709471
2019-01-14 05:00:00,0.0,275.118759,152.958233,116.951929,0.0,907.718807
2019-01-14 06:00:00,0.0,280.098137,162.789432,120.026765,0.0,977.879405
2019-01-14 07:00:00,64.946726,255.59958,160.184759,128.012739,0.0,975.312001
2019-01-14 08:00:00,197.29304,218.371418,159.692734,122.063376,0.0,1002.038728
2019-01-14 09:00:00,280.60918,263.247357,159.319403,129.915975,0.0,1039.695455
2019-01-14 10:00:00,385.923011,248.792785,158.809067,124.10221,0.0,1090.957832
2019-01-14 11:00:00,503.789092,272.184357,156.413237,140.197636,0.0,1001.962105
2019-01-14 12:00:00,555.541532,258.382328,150.282465,115.774204,0.0,1084.047317
2019-01-14 13:00:00,522.044737,298.329866,145.342735,124.550913,0.0,1079.936113
2019-01-14 14:00:00,409.798176,276.798122,144.164496,114.770004,0.0,1104.159168
2019-01-14 15:00:00,318.87562,207.88229,145.853111,102.016524,0.0,1081.12477
2019-01-14 16:00:00,166.527169,306.736205,146.21986,113.50058,0.0,1082.05911
2019-01-14 17:00:00,62.552402,307.108328,136.365023,126.490314,0.0,1102.174765
2019-01-14 18:00:00,0.0,289.044403,137.613221,126.525207,0.0,1095.993791
2019-01-14 19:00:00,0.0,284.054009,144.818952,109.158128,0.0,1077.598321
