Date,Solar,Wind,Hydro,Gas,Demand
2018-03-03,1712.514665,1884.314405,1271.090456,848.398431,6231.447616
2018-03-04,1656.797143,1759.205329,1315.583429,895.950619,6054.241667
2018-03-05,1699.216567,1684.553117,1350.471927,917.741054,6279.231737
2018-03-06,1584.118516,1666.016096,1377.496082,844.975593,6115.065949
2018-03-07,1645.540903,1858.160654,1336.45653,926.453592,6277.119693
2018-03-08,1760.357951,1870.944493,1306.697315,899.823557,6403.301178
2018-03-09,1638.016348,2092.499687,1332.224127,929.921962,6128.812162
2018-03-10,1771.044298,2234.791761,1370.589581,872.367632,6098.582722
2018-03-11,1635.028688,2119.477889,1316.660345,931.758521,5878.450734
2018-03-12,1675.418425,2107.725372,1347.528147,914.136785,6304.278184
2018-03-13,1668.994808,2087.865735,1326.678812,928.652174,6455.575564
2018-03-14,1752.930237,1901.5527,1318.520201,908.20749,6196.746853
2018-03-15,1796.604767,1497.945046,1294.969605,935.969913,6306.230194
2018-03-16,1691.374633,1728.202209,1340.078867,902.338577,6398.13163
2018-03-17,1760.069766,1701.792901,1287.329735,895.045085,6099.691255
2018-03-18,1893.109217,1854.758777,1282.063042,877.870636,6184.523326
2018-03-19,1764.160932,1948.849048,1329.514326,862.709781,6225.635137
2018-03-20,1736.081128,2176.884367,1352.186485,911.822305,6252.704685
2018-03-21,1827.060531,2122.544775,1351.419131,900.181629,6297.681684
2018-03-22,1791.157099,2243.807812,1349.476997,907.674257,6371.948984
2018-03-23,1764.503275,2092.254016,1310.595797,902.842025,6320.113628
2018-03-24,1694.727487,1990.904097,1317.597689,921.987802,6179.710975
2018-03-25,1884.509935,1964.388407,1362.075783,913.579597,6170.83464
2018-03-26,1794.046514,1854.629358,1395.71729,895.043824,6398.718518
2018-03-27,1840.855413,1635.931168,1232.148288,935.529553,6352.292842
2018-03-28,1773.114971,1616.72282,1368.427859,976.327869,6346.460479
2018-03-29,1945.445435,1841.509544,1335.27072,887.855627,6157.2335
2018-03-30,1913.415909,1981.247777,1326.894618,901.354228,6297.261715
2018-03-31,1936.447429,2281.263919,1304.401535,931.203516,6106.573993
2018-04-01,1866.758061,2279.79395,1309.275737,893.589793,6346.24767
2018-04-02,1913.920878,2035.644378,1290.756491,945.958681,6376.646107
2018-04-03,1950.164275,2176.287626,1343.019612,895.66707,6444.394762
2018-04-04,1966.061635,1990.620095,1301.332774,880.561424,6252.871549
2018-04-05,1922.919073,1767.873644,1330.03169,888.487802,6194.630362
2018-04-06,1903.29026,1701.142063,1285.745449,948.291174,6257.420673
2018-04-07,1888.999518,1618.324836,1380.593797,857.047939,6260.435278
2018-04-08,1868.263737,1604.469969,1364.313116,921.233766,6149.523306
2018-04-09,1859.555308,1885.945492,1301.841068,853.911264,6389.35584
2018-04-10,1958.773649,1952.104831,1359.748234,939.997679,6443.888033
2018-04-11,1922.845413,2123.016292,1331.762767,930.251965,6301.998106
2018-04-12,1806.605576,2214.718025,1316.88287,938.385967,6414.234079
2018-04-13,1941.756357,2333.037212,1351.154512,982.768182,6144.747082
2018-04-14,2033.354839,2047.051704,1379.604691,917.49336,6106.350011
2018-04-15,1945.840639,2104.264266,1404.49365,954.453603,6159.938401
2018-04-16,1841.536248,1794.143677,1363.262128,938.02045,6303.073169
2018-04-17,1968.682261,1797.445129,1396.376126,951.810911,6210.829238
2018-04-18,2038.398354,1715.303928,1381.183762,898.544582,6300.157952
2018-04-19,2003.599695,1654.819315,1382.968604,954.536207,6419.688595
2018-04-20,1965.448173,1682.732428,1395.368722,912.029339,6402.812372
2018-04-21,2130.689372,1916.512988,1316.109731,965.749132,6247.055983
2018-04-22,2140.142047,2090.609409,1351.431606,949.997184,6132.792586
2018-04-23,2006.030489,2040.920211,1419.106008,924.083739,6450.067075
2018-04-24,2075.573313,2165.432895,1322.662663,939.958653,6384.860326
2018-04-25,2051.753933,2055.176401,1341.931207,938.390293,6242.914915
2018-04-26,2084.561154,2089.22418,1438.629545,929.241492,6411.135845
2018-04-27,2137.101964,1938.326035,1339.660443,1002.253057,6297.599955
2018-04-28,2098.229137,1567.804981,1381.491347,897.562475,6252.133876
2018-04-29,2052.327383,1508.985043,1388.57717,881.533462,6237.060448
2018-04-30,2005.741657,1459.991811,1371.184141,882.533083,6373.516789
2018-05-01,1999.879595,1715.210223,1415.802285,914.532524,6449.935417
2018-05-02,2060.072664,1931.766006,1415.616181,920.315993,6535.13667
2018-05-03,2148.004425,2187.168575,1363.468308,941.872881,6354.319798
2018-05-04,2092.960149,2023.682034,1450.557292,950.705795,6330.083603
2018-05-05,2080.549368,2244.666398,1363.547875,928.423469,6195.056633
2018-05-06,2099.674204,2070.818037,1378.641069,925.21272,6235.793818
2018-05-07,2088.913644,1866.931381,1391.353393,892.54031,6366.071017
2018-05-08,2129.379903,1719.531437,1405.505667,950.083557,6203.096914
2018-05-09,2017.041583,1529.515268,1362.276889,960.894232,6320.216658
2018-05-10,1961.869628,1561.045934,1411.257421,915.900112,6504.840558
2018-05-11,2074.775717,1542.822505,1328.52228,940.444767,6373.581322
2018-05-12,2028.410191,1762.12167,1389.84139,899.644006,6277.920543
2018-05-13,2226.122769,1775.036083,1377.918656,917.42241,6179.522661
2018-05-14,2106.094831,1821.457923,1386.854357,920.60793,6484.543485
2018-05-15,2103.518322,2013.118265,1410.571911,942.801643,6348.894363
2018-05-16,2017.484864,2154.482815,1424.021317,872.995954,6269.577647
2018-05-17,2148.741641,1914.174294,1392.016575,917.736527,6230.136142
2018-05-18,2089.085386,1826.328311,1421.031772,941.910093,6330.821489
2018-05-19,2214.909948,1760.729412,1370.295324,924.764605,6317.960551
2018-05-20,2198.812475,1436.744619,1411.681204,933.655288,6108.714597
2018-05-21,2089.0583,1558.153238,1459.344473,838.417238,6197.790361
2018-05-22,2175.463592,1534.592044,1405.606269,886.294318,6081.256805
2018-05-23,1959.38413,1564.431823,1421.047725,898.506763,6334.398985
2018-05-24,2105.958181,1779.597802,1433.405736,887.494523,6178.858219
2018-05-25,2243.356799,1905.430353,1464.567287,839.207077,6204.094771
2018-05-26,2214.362247,2027.255836,1451.812318,940.204502,6052.450995
2018-05-27,2174.141691,2055.114613,1435.716783,914.83217,6063.695497
2018-05-28,2162.530269,2008.724499,1409.353529,848.274438,6320.75444
2018-05-29,2067.82007,1846.061105,1454.643005,890.825472,6184.923003
2018-05-30,2074.484946,1606.218911,1349.405328,905.515406,6260.366016
2018-05-31,2187.708524,1432.121018,1465.726817,932.1902,6180.125769
2018-06-01,2297.671299,1628.361869,1427.798564,922.493996,6206.502464
2018-06-02,2024.550698,1365.561461,1478.276191,871.131041,6169.474867
2018-06-03,2222.561992,1563.231196,1456.384601,880.897105,6164.669399
2018-06-04,2222.594385,1851.183728,1507.467335,906.327704,6125.821741
2018-06-05,2248.893888,1999.154962,1441.399418,928.10129,6222.552778
2018-06-06,2123.210639,1957.712177,1397.682406,884.208683,6135.923908
2018-06-07,2148.63083,2224.415693,1469.16867,877.597184,6271.745015
2018-06-08,2190.348508,2125.596022,1453.895771,912.857884,6154.187317
2018-06-09,2116.596727,1786.105241,1469.862209,898.653462,6003.193183
2018-06-10,2103.734864,1522.338214,1516.501049,934.502751,6147.676524
2018-06-11,2129.094439,1536.957663,1446.960791,906.905902,6144.581021
2018-06-12,2186.995724,1386.721427,1503.672937,921.341449,6198.795793
2018-06-13,2219.05475,1398.537878,1513.405715,831.28379,6243.653831
2018-06-14,2191.945945,1464.992112,1522.147461,848.387377,6132.512147
2018-06-15,2199.755751,1650.596354,1419.004142,842.070726,6145.934118
2018-06-16,2147.036885,1885.683909,1495.238596,866.180253,6098.996934
2018-06-17,2144.898618,2064.428514,1468.66539,896.110314,6235.907657
2018-06-18,2274.130304,1819.779362,1486.830195,876.115983,6208.525894
2018-06-19,2192.062078,1715.137919,1469.165478,898.448995,6215.964507
2018-06-20,2190.225317,1862.106138,1488.290077,859.258784,6150.60024
2018-06-21,2261.491361,1518.839477,1534.21032,910.221122,6139.564953
2018-06-22,2282.530758,1503.871226,1563.222157,905.273226,6264.720787
2018-06-23,2284.672566,1374.504725,1530.495398,826.40163,5949.586059
2018-06-24,2223.615997,1498.609473,1466.504441,845.053963,5947.659136
2018-06-25,2191.190492,1581.193346,1553.964234,857.342617,6248.029545
2018-06-26,2214.358398,1641.749832,1470.815209,899.434929,6050.550846
2018-06-27,2205.933859,1819.178474,1502.594069,897.043609,6005.103473
2018-06-28,2290.365983,1975.299108,1556.570931,926.417581,6146.92356
2018-06-29,2212.029343,2035.362027,1499.72306,825.663833,6185.71388
2018-06-30,2235.202312,1835.435928,1546.754888,876.408022,6124.908206
2018-07-01,2187.374062,1603.049085,1515.088858,868.082776,6158.261566
2018-07-02,2283.99691,1567.761619,1486.681101,858.881071,5892.342985
2018-07-03,2042.909004,1402.18637,1535.777071,861.887893,6062.294385
2018-07-04,2211.709028,1315.283924,1512.096372,802.224552,6046.37839
2018-07-05,2236.304644,1261.908514,1593.111239,872.333222,6099.883891
2018-07-06,2100.52893,1519.090838,1597.860613,849.507623,5990.050282
2018-07-07,2330.316949,1477.127053,1590.60664,823.012351,5940.401179
2018-07-08,2167.291439,1756.020393,1503.639334,902.415411,5955.459339
2018-07-09,2164.432167,2028.849282,1605.897011,837.551345,6062.706405
2018-07-10,2097.944827,1835.55785,1553.313991,864.28641,5967.748649
2018-07-11,2232.645041,1896.003757,1561.943649,835.081467,6055.045731
2018-07-12,2184.471893,1747.110542,1553.13198,807.825224,5954.345494
2018-07-13,2124.810278,1564.718038,1529.423666,839.590401,5950.662781
2018-07-14,2179.41449,1224.067907,1554.535029,861.847277,5875.494614
2018-07-15,2208.855555,1388.650332,1582.206412,820.650688,5960.054693
2018-07-16,2243.013015,1333.547399,1606.960691,865.164138,5834.680113
2018-07-17,2170.120839,1478.62147,1574.956782,900.413296,5995.245644
2018-07-18,2084.387966,1629.617753,1557.551173,883.725986,6112.918957
2018-07-19,2109.787865,1775.409282,1542.234665,837.154004,6002.248573
2018-07-20,1984.584872,1993.330741,1549.411217,821.451622,5937.532539
2018-07-21,2090.845622,2035.748466,1617.852589,872.184417,5879.329272
2018-07-22,2190.162342,1663.674294,1587.143966,801.006886,5987.072888
2018-07-23,2167.62761,1609.131545,1572.908712,810.632195,5951.895931
2018-07-24,2123.794911,1484.255134,1509.735369,893.491731,5900.274045
2018-07-25,2103.666437,1152.949037,1506.949381,851.741287,6020.235845
2018-07-26,2234.608154,1403.365346,1592.575464,854.099521,5926.467595
2018-07-27,2139.475699,1225.523084,1592.379815,829.415111,5883.404982
2018-07-28,2179.320478,1459.826392,1610.478832,923.401134,5888.259459
2018-07-29,2139.14725,1597.14694,1580.109889,931.479113,5739.884306
2018-07-30,2060.383718,1726.476908,1551.924739,830.907204,5900.344662
2018-07-31,2211.772819,1769.830575,1516.647529,859.73239,6034.990908
2018-08-01,2011.794543,1851.273639,1545.165804,824.864331,5928.285181
2018-08-02,2010.211097,1816.392632,1498.028088,846.572987,6018.514087
2018-08-03,2059.294755,1727.673399,1589.403516,872.262816,5751.284463
2018-08-04,2033.565391,1459.713711,1596.559133,869.640966,5649.49889
2018-08-05,2040.840893,1291.595803,1628.799962,822.305008,5705.903949
2018-08-06,2033.006318,1229.566831,1519.063244,840.895081,5876.161624
2018-08-07,2139.138875,1392.491181,1534.230048,914.034064,5718.028722
2018-08-08,2068.832622,1416.408734,1605.247354,856.067412,5895.331322
2018-08-09,2084.572109,1498.760449,1596.210965,869.48353,5824.3844
2018-08-10,1943.603396,1615.061561,1516.224989,842.226818,5821.30134
2018-08-11,1990.221954,1806.308332,1561.859722,820.58068,5743.123474
2018-08-12,2120.101919,1785.319119,1590.44222,789.175736,5713.462686
2018-08-13,1954.51533,1754.553996,1574.340573,791.664186,5746.863082
2018-08-14,2115.810893,1763.718063,1601.35871,769.536943,5825.047002
2018-08-15,1955.628615,1525.339022,1590.149009,786.026307,5737.286558
2018-08-16,2043.114599,1333.405242,1570.159296,791.366502,5947.848879
2018-08-17,1957.260866,1274.523061,1603.340476,839.460214,5790.35857
2018-08-18,2024.525368,1417.293818,1587.866106,765.25605,5682.431604
2018-08-19,1941.989214,1275.932633,1631.292019,827.841299,5643.669836
2018-08-20,1981.142745,1587.51397,1541.214063,753.875451,5817.776649
2018-08-21,2110.265813,1698.778679,1583.710833,892.727154,5830.570598
2018-08-22,1960.943772,1845.35745,1568.528845,794.362089,5794.783452
2018-08-23,2123.75806,1863.902573,1583.885987,815.692191,5711.782598
2018-08-24,1942.98305,1754.688002,1606.658418,863.854366,5892.575938
2018-08-25,1886.659061,1681.986757,1615.226201,803.204121,5670.359562
2018-08-26,1968.030962,1261.567555,1518.646305,811.275032,5506.978295
2018-08-27,1927.914153,1331.725177,1633.345528,811.755438,5590.975979
2018-08-28,2073.220565,1292.693084,1611.904853,823.505903,5682.43574
2018-08-29,2004.203333,1171.239695,1611.416569,790.169503,5674.212157
2018-08-30,2020.260696,1285.343788,1595.637457,858.348584,5627.601515
2018-08-31,1975.380518,1714.324687,1626.099082,838.874731,5683.143582
2018-09-01,2097.68668,1633.043285,1607.406526,807.341632,5670.044351
2018-09-02,1973.834428,1795.848715,1530.460422,839.666151,5745.19779
2018-09-03,1948.909336,1785.843072,1569.591731,798.22129,5773.456947
2018-09-04,1847.105057,1726.689695,1583.67905,784.368986,5779.350495
2018-09-05,1834.928896,1572.271997,1579.56298,796.543132,5844.831182
2018-09-06,1904.864713,1266.016949,1576.281793,813.32677,5930.292235
2018-09-07,1955.170689,1519.538648,1612.736238,750.846694,5837.937392
2018-09-08,1956.851718,1167.765602,1552.257094,787.490108,5667.882699
2018-09-09,1805.896838,1292.559142,1564.618504,810.500869,5601.23541
2018-09-10,1902.466337,1368.104671,1555.660448,762.149161,5643.086802
2018-09-11,1872.073765,1666.888024,1588.657218,805.323036,5762.734404
2018-09-12,1773.515449,1779.100768,1604.438079,760.565733,5825.62843
2018-09-13,1880.862119,1935.181674,1556.980412,799.8762,5746.705348
2018-09-14,1679.31899,1964.499565,1601.40744,790.809954,5670.504463
2018-09-15,1849.894459,1862.248661,1568.147761,802.975141,5644.27775
2018-09-16,1997.670023,1641.645852,1635.488552,769.263269,5583.768147
2018-09-17,1746.483879,1543.537111,1507.650024,730.464022,5657.134491
2018-09-18,1812.381001,1171.232377,1584.297104,710.661087,5535.994129
2018-09-19,1671.659022,1320.590311,1623.949828,904.442497,5749.597464
2018-09-20,1744.595342,1330.134253,1570.30448,744.04145,5643.797019
2018-09-21,1843.567995,1412.050599,1543.610597,761.779773,5797.707159
2018-09-22,1710.853281,1437.311828,1550.927035,737.009557,5521.470337
2018-09-23,1774.623805,1847.40253,1599.563873,830.179943,5580.951223
2018-09-24,1745.363147,1785.35995,1560.195608,809.171784,5643.302515
2018-09-25,1736.946806,1928.343264,1615.105323,812.875073,5840.851176
2018-09-26,1770.004884,1634.658984,1578.891867,751.048434,5804.383252
2018-09-27,1783.802725,1636.245385,1556.657677,817.106157,5685.124326
2018-09-28,1829.264063,1418.435698,1559.562442,761.846312,5807.10944
2018-09-29,1794.720424,1259.02139,1590.23811,823.147977,5455.756849
2018-09-30,1690.152534,1197.074793,1607.9297,781.906663,5617.224785
2018-10-01,1822.033958,1442.554586,1543.047396,713.1937,5632.166907
2018-10-02,1803.714486,1398.52648,1528.575062,780.486883,5666.691839
2018-10-03,1600.562756,1604.210763,1527.671923,756.386372,5637.78739
2018-10-04,1749.63645,1936.99202,1583.734971,857.868766,5727.192381
2018-10-05,1754.27156,1736.035002,1629.415371,741.878306,5521.426173
2018-10-06,1757.562579,2028.288533,1546.131118,773.295165,5514.291781
2018-10-07,1721.695469,1786.595455,1586.419062,773.532405,5671.083005
2018-10-08,1586.097812,1616.305046,1547.503313,755.977895,5477.571158
2018-10-09,1651.710107,1460.479003,1592.233398,759.149359,5653.648324
2018-10-10,1519.112259,1188.094087,1506.411284,779.854318,5556.34238
2018-10-11,1646.596683,1141.391858,1577.434764,792.137958,5441.182642
2018-10-12,1793.339714,1204.649172,1509.315197,768.018121,5704.508064
2018-10-13,1692.732259,1374.47237,1523.581245,772.745397,5508.504508
2018-10-14,1697.310975,1661.318904,1563.139603,780.98803,5659.244427
2018-10-15,1596.634696,1867.304615,1541.393933,751.473537,5509.264904
2018-10-16,1555.328975,1855.874717,1545.558269,773.467405,5702.083711
2018-10-17,1545.414615,1949.895227,1564.519531,781.818531,5806.515735
2018-10-18,1622.96367,1884.430191,1551.20886,812.556718,5510.989513
2018-10-19,1552.089834,1678.278007,1594.552884,801.839408,5726.098878
2018-10-20,1557.734331,1544.332185,1566.946403,796.228414,5610.902307
2018-10-21,1676.609898,1324.523818,1508.708521,809.27884,5569.64729
2018-10-22,1475.81866,1356.002635,1534.107793,756.998501,5792.794221
2018-10-23,1492.950074,1314.218476,1515.346799,816.06414,5731.328141
2018-10-24,1543.517823,1456.899581,1518.412202,769.77394,5612.908736
2018-10-25,1566.629736,1649.357921,1592.955141,776.892841,5609.268573
2018-10-26,1558.999014,1812.792628,1501.193033,768.850979,5664.572779
2018-10-27,1464.808255,1854.803212,1571.043516,801.987517,5699.043343
2018-10-28,1570.727643,1826.440701,1577.071727,762.086643,5547.407393
2018-10-29,1542.765737,1870.350765,1617.901085,800.043532,5757.008449
2018-10-30,1571.358446,1679.366481,1520.465473,771.509104,5669.320533
2018-10-31,1465.547507,1508.152305,1527.063204,767.007025,5737.189062
2018-11-01,1553.37456,1400.043351,1526.303573,794.912832,5731.02541
2018-11-02,1546.644544,1275.226309,1500.841627,756.674004,5792.379691
2018-11-03,1479.994637,1407.354568,1573.578456,820.003134,5726.182851
2018-11-04,1506.046286,1522.403998,1577.872932,761.602455,5527.50072
2018-11-05,1477.625111,1579.646608,1426.412262,769.201279,5593.515818
2018-11-06,1606.776886,1866.750061,1493.351057,821.063698,5687.752218
2018-11-07,1288.82806,1867.274627,1544.039997,739.192847,5693.649502
2018-11-08,1401.320737,2046.409934,1463.644895,812.675706,5722.131809
2018-11-09,1378.797858,1966.758154,1473.150737,787.486584,5787.939727
2018-11-10,1467.368828,1764.307229,1496.17766,788.66857,5547.914597
2018-11-11,1442.067634,1670.910708,1492.184137,792.377127,5587.120453
2018-11-12,1456.591842,1536.846977,1483.796072,758.896989,5710.498469
2018-11-13,1531.619893,1414.658536,1482.899758,837.875508,5807.665137
2018-11-14,1363.016907,1239.362202,1549.036778,804.405783,5678.099839
2018-11-15,1414.194472,1535.043377,1401.434483,808.473513,5821.393751
2018-11-16,1453.972427,1714.93419,1462.581593,813.848512,5888.295552
2018-11-17,1381.728327,1942.900262,1437.791968,819.278913,5585.237781
2018-11-18,1488.175796,1902.307021,1483.867416,799.718388,5730.254145
2018-11-19,1481.86946,2082.246761,1457.384144,761.977425,5778.287375
2018-11-20,1405.632344,1980.507803,1487.499166,751.966942,5728.885137
2018-11-21,1328.082051,1839.548967,1468.432475,750.404792,5912.108503
2018-11-22,1560.916968,1518.185564,1546.791747,778.753775,5849.032777
2018-11-23,1478.738139,1405.987421,1416.811981,823.861444,5718.773784
2018-11-24,1472.431458,1514.56188,1443.638654,754.076636,5677.98202
2018-11-25,1444.940498,1516.109802,1489.031778,783.966211,5574.892421
2018-11-26,1436.587892,1554.356814,1442.240065,813.583055,5637.439316
2018-11-27,1492.604779,1832.889441,1458.502264,785.627894,5851.910129
2018-11-28,1430.772576,1933.176908,1396.630481,788.688842,5765.344226
2018-11-29,1385.245937,1992.080521,1473.249783,764.755084,5911.600042
2018-11-30,1476.728559,1916.886653,1441.103904,803.317263,5787.101269
2018-12-01,1429.006563,2078.724447,1462.943895,781.142918,5681.035793
2018-12-02,1368.630058,1829.693288,1408.10156,778.392134,5652.039378
2018-12-03,1357.253731,1689.306006,1418.574827,788.295725,5800.220435
2018-12-04,1500.373368,1361.829008,1405.021891,812.731851,5721.696896
2018-12-05,1461.175293,1403.858733,1491.456623,831.9758,5774.160623
2018-12-06,1553.613768,1507.679317,1368.409148,767.982806,5647.628476
2018-12-07,1376.900927,1578.880898,1442.950436,819.114184,5645.802098
2018-12-08,1360.272565,1708.968648,1434.432955,771.326134,5568.760472
2018-12-09,1439.261082,1849.190486,1467.752035,749.092409,5637.105556
2018-12-10,1506.330673,2086.978797,1430.29277,786.581691,5807.728675
2018-12-11,1450.443787,2064.228438,1381.482239,809.637551,5804.328239
2018-12-12,1438.00656,1996.606652,1433.567025,807.20545,5925.971391
2018-12-13,1538.905828,1855.028026,1351.873929,821.316092,6042.487447
2018-12-14,1354.026465,1649.165775,1447.904029,749.25328,5624.539925
2018-12-15,1318.071139,1531.669744,1404.293868,854.445142,5843.601235
2018-12-16,1352.784788,1435.999196,1379.391207,838.162927,5803.966885
2018-12-17,1382.325495,1522.172833,1385.65116,834.420225,5798.069994
2018-12-18,1430.354524,1516.612296,1421.614226,766.562738,5865.956738
2018-12-19,1475.588721,1714.974123,1339.328711,830.23634,5689.291848
2018-12-20,1432.392909,1989.106045,1456.659279,802.10418,5842.703177
2018-12-21,1510.698106,2091.472038,1368.860609,803.759764,6003.515877
2018-12-22,1346.323653,2148.79919,1445.435953,820.122302,5649.423938
2018-12-23,1537.934092,2243.906869,1395.309368,772.205524,5705.735035
2018-12-24,1348.125099,1985.192772,1455.044595,854.971212,5891.243915
2018-12-25,1487.452258,1845.138135,1341.672356,854.250368,5945.937084
2018-12-26,1340.502557,1635.527541,1413.686878,848.793141,5896.710374
2018-12-27,1430.947644,1517.280985,1378.16797,868.265248,5852.508072
2018-12-28,1411.36555,1485.323757,1355.634868,775.207474,5959.510615
2018-12-29,1445.031602,1509.957878,1405.759633,818.940742,5738.444533
2018-12-30,1462.517687,1723.080511,1365.400322,818.826262,6001.391736
2018-12-31,1396.224971,1814.271364,1345.526267,792.56399,6027.12404
2019-01-01,1408.171721,2042.905969,1361.25272,856.621833,5935.75815
2019-01-02,1431.076495,2029.513132,1339.227513,910.7564,5862.211806
2019-01-03,1324.591524,2014.272541,1356.874488,802.428851,5888.442171
2019-01-04,1366.472612,1952.4314,1361.195765,853.145626,5879.400486
2019-01-05,1305.780893,1743.267067,1399.110504,839.261717,5799.422073
2019-01-06,1421.799716,1712.263595,1355.423736,842.835866,5870.405357
2019-01-07,1579.038,1642.947952,1329.328085,842.577378,5847.548508
2019-01-08,1477.544907,1681.898361,1381.704803,861.484053,5978.918831
2019-01-09,1367.350206,1786.42138,1339.883596,822.896817,5970.951573
2019-01-10,1380.779482,1906.735754,1316.513771,830.960228,5893.321787
2019-01-11,1501.126845,2010.295244,1306.208953,894.561898,6092.068416
2019-01-12,1402.210452,2215.312398,1409.836943,845.951785,5908.301607
2019-01-13,1325.538429,2180.828071,1341.601882,846.578413,5900.177603
2019-01-14,1369.348227,2113.970542,1401.064589,794.874694,5948.883019
2019-01-15,1370.080758,2021.637335,1307.104306,863.431849,5940.266304
2019-01-16,1375.412573,1712.915528,1302.575284,868.960759,6012.440147
2019-01-17,1497.3633,1518.342293,1399.689998,859.807073,5888.498451
2019-01-18,1458.23576,1621.160764,1327.860816,900.342031,6051.173374
2019-01-19,1352.424212,1778.338792,1328.554398,793.850731,5807.963057
2019-01-20,1422.287207,1838.426102,1325.709094,881.988841,5909.321058
2019-01-21,1383.935138,2246.395283,1295.584871,806.859681,6093.972522
2019-01-22,1382.672328,1958.823914,1366.998841,825.403983,6019.278272
